     28        27.826 DT     0001 Rx 8  00 01 7A 23 00 00 00 C2 
     29        28.222 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     30        29.322 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     31        30.422 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     32        31.523 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     33        32.623 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     34        33.725 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     35        34.825 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     36        35.926 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     37        37.026 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     38        37.832 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
     39        38.124 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     40        39.224 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     41        40.325 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     42        41.425 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     43        42.525 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     44        43.625 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     45        44.727 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     46        45.828 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     47        46.928 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     48        47.830 DT     0001 Rx 8  00 01 7A 23 00 00 00 C2 
     49        48.068 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     50        49.127 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     51        50.227 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     52        51.327 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     53        52.427 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     54        53.527 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     55        54.628 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     56        55.730 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     57        56.830 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     58        57.832 DT     0001 Rx 8  00 01 7A 23 00 00 00 C2 
     59        58.071 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     60        59.029 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     61        60.129 DT     0200 Rx 8  01 7A 23 01 7A 24 00 00 
     62        61.229 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     63        62.329 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     64        63.430 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     65        64.529 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     66        65.629 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     67        66.729 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     68        67.838 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
     69        68.076 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     70        68.930 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     71        70.030 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     72        71.130 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     73        72.231 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     74        73.331 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     75        74.431 DT     0200 Rx 8  01 7A 23 01 7A 24 00 00 
     76        75.531 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     77        76.631 DT     0200 Rx 8  01 7A 23 01 7A 24 00 00 
     78        77.734 DT     0200 Rx 8  01 7A 23 01 7A 24 00 00 
     79        77.974 DT     0001 Rx 8  00 01 7A 23 00 00 00 C2 
     80        78.832 DT     0200 Rx 8  01 7A 23 01 7A 24 00 00 
     81        79.932 DT     0200 Rx 8  01 7A 23 01 7A 24 00 00 
     82        81.033 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     83        82.133 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     84        83.233 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     85        84.333 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     86        85.433 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     87        86.534 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     88        87.634 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     89        87.878 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
     90        88.734 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     91        89.835 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     92        90.935 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     93        92.035 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     94        93.135 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     95        94.235 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     96        95.336 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     97        96.436 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
     98        97.536 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
     99        97.842 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
    100        98.636 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    101        99.737 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    102       100.839 DT     0200 Rx 8  01 7A 25 01 7A 25 00 00 
    103       101.937 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    104       103.037 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    105       104.138 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    106       105.238 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    107       106.338 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    108       107.438 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    109       107.840 DT     0001 Rx 8  00 01 7A 23 00 00 00 C2 
    110       108.539 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    111       109.639 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    112       110.739 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    113       111.839 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    114       112.940 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    115       114.040 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    116       115.140 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    117       116.240 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    118       117.342 DT     0200 Rx 8  01 7A 25 01 7A 25 00 00 
    119       117.845 DT     0001 Rx 8  00 01 7A 25 00 00 00 C2 
    120       118.441 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    121       119.541 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    122       120.641 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    123       121.741 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    124       122.841 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    125       123.941 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    126       125.041 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    127       126.141 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    128       127.242 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    129       127.848 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
    130       128.342 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    131       129.442 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    132       130.542 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    133       131.643 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    134       132.743 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    135       133.843 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    136       134.943 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    137       136.044 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    138       137.144 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    139       137.850 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
    140       138.244 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    141       139.344 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    142       140.445 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    143       141.545 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    144       142.645 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    145       143.745 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    146       144.846 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    147       145.946 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    148       147.046 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    149       147.852 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
    150       148.146 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    151       149.247 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    152       150.347 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    153       151.447 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    154       152.547 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    155       153.648 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    156       154.748 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    157       155.848 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    158       156.948 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    159       157.850 DT     0001 Rx 8  00 01 7A 23 00 00 00 C2 
    160       158.089 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    161       159.149 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    162       160.249 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    163       161.349 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    164       162.449 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    165       163.550 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    166       164.650 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    167       165.750 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    168       166.850 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    169       167.857 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
    170       168.095 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    171       169.051 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    172       170.151 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    173       171.251 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    174       172.352 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    175       173.452 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    176       174.552 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    177       175.652 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    178       176.753 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    179       177.855 DT     0001 Rx 8  00 01 7A 23 00 00 00 C2 
    180       178.093 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    181       178.952 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    182       180.052 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    183       181.153 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    184       182.253 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    185       183.353 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    186       184.453 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    187       185.554 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    188       186.654 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    189       187.754 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    190       187.998 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
    191       188.854 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    192       189.955 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    193       191.055 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    194       192.155 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    195       193.255 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    196       194.355 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    197       195.456 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    198       196.556 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    199       197.656 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    200       197.900 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
    201       198.757 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    202       199.857 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    203       200.957 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    204       202.057 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    205       203.157 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    206       204.258 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    207       205.358 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    208       206.458 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    209       207.558 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    210       207.861 DT     0001 Rx 8  00 01 7A 23 00 00 00 C2 
    211       208.659 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    212       209.759 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    213       210.859 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    214       211.959 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    215       213.060 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    216       214.160 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    217       215.260 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    218       216.360 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    219       217.461 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    220       217.867 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
    221       218.561 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    222       219.661 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    223       220.761 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    224       221.862 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    225       222.962 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    226       224.062 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    227       225.162 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    228       226.262 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    229       227.363 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    230       227.865 DT     0001 Rx 8  00 01 7A 23 00 00 00 C2 
    231       228.463 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    232       229.563 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    233       230.664 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    234       231.764 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    235       232.864 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    236       233.964 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    237       235.064 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    238       236.164 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    239       237.264 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    240       237.866 DT     0001 Rx 8  00 01 7A 23 00 00 00 C2 
    241       238.364 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    242       239.465 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    243       240.565 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    244       241.665 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    245       242.765 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    246       243.865 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    247       244.966 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    248       246.066 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    249       247.166 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    250       247.872 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
    251       248.266 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    252       249.367 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    253       250.467 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    254       251.567 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    255       252.667 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    256       253.768 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    257       254.868 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    258       255.968 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    259       257.068 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    260       257.870 DT     0001 Rx 8  00 01 7A 23 00 00 00 C2 
    261       258.169 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    262       259.269 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    263       260.369 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    264       261.469 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    265       262.570 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    266       263.670 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    267       264.770 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    268       265.870 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    269       266.970 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    270       267.877 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
    271       268.115 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    272       269.171 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    273       270.271 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    274       271.372 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    275       272.472 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    276       273.572 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    277       274.672 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    278       275.772 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    279       276.873 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    280       277.875 DT     0001 Rx 8  00 01 7A 23 00 00 00 C2 
    281       278.113 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    282       279.073 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    283       280.173 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    284       281.274 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    285       282.374 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    286       283.474 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    287       284.574 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    288       285.675 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    289       286.775 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    290       287.881 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
    291       288.119 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    292       288.975 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    293       290.076 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    294       291.176 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    295       292.275 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    296       293.375 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    297       294.476 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    298       295.576 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    299       296.676 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    300       297.776 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    301       298.020 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
    302       298.877 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    303       299.977 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    304       301.077 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    305       302.177 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    306       303.278 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    307       304.378 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    308       305.478 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    309       306.578 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    310       307.678 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    311       307.923 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
    312       308.779 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    313       309.879 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    314       310.979 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    315       312.079 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    316       313.180 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    317       314.280 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    318       315.380 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    319       316.482 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
    320       317.581 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    321       317.885 DT     0001 Rx 8  00 01 7A 25 00 00 00 C2 
    322       318.681 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    323       319.781 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    324       320.881 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    325       321.982 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    326       323.082 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    327       324.182 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    328       325.282 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    329       326.383 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    330       327.483 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    331       327.885 DT     0001 Rx 8  00 01 7A 23 00 00 00 C2 
    332       328.583 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    333       329.683 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    334       330.784 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    335       331.884 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    336       332.984 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    337       334.084 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    338       335.184 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    339       336.285 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    340       337.385 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    341       337.889 DT     0001 Rx 8  00 01 7A 25 00 00 00 C2 
    342       338.485 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    343       339.588 DT     0200 Rx 8  01 7A 25 01 7A 25 00 00 
    344       340.686 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    345       341.786 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    346       342.886 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    347       343.986 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    348       345.087 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    349       346.187 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    350       347.287 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    351       347.893 DT     0001 Rx 8  00 01 7A 24 00 00 00 C2 
    352       348.388 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    353       349.487 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    354       350.587 DT     0200 Rx 8  01 7A 25 01 7A 26 00 00 
    355       351.689 DT     0200 Rx 8  01 7A 24 01 7A 26 00 00 
    356       352.787 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    357       353.888 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    358       354.988 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    359       356.088 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
    360       357.188 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    361       357.891 DT     0001 Rx 8  00 01 7A 23 00 00 00 C2 
    362       358.289 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    363       359.389 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    364       360.489 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    365       361.589 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    366       362.690 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    367       363.790 DT     0200 Rx 8  01 7A 23 01 7A 25 00 00 
    368       364.890 DT     0200 Rx 8  01 7A 24 01 7A 25 00 00 
